event name,label,x,y,width,height,confidence,length_in_sec,real_begins_in_sec,real_begins_in_time,picture_ends_in,date
event20210227_051812_256,krátka bez headecha,0.360016,0.66878,0.0139573,0.0380349,"0.434108
",0.5045,12.7596,5:17:49:759,05:18:12,27.02.2021
event20210227_051926_257,krátka bez headecha,0.357143,0.710777,0.0131363,0.0269414,"0.244424
",0.4748,12.6706,5:19:03:670,05:19:26,27.02.2021
event20210227_051926_257,krátka bez headecha,0.612479,0.672742,0.0164204,0.0269414,"0.489631
",0.5935,21.8397,5:19:12:839,05:19:26,27.02.2021
event20210227_051935_258,krátka bez headecha,0.360837,0.671949,0.0155993,0.0253566,"0.575945
",0.5638,12.7596,5:19:12:759,05:19:35,27.02.2021
event20210227_052340_262,krátka bez headecha,0.366174,0.692551,0.0147783,0.0285261,"0.335697
",0.5341,12.9674,5:23:17:967,05:23:40,27.02.2021
event20210227_052759_263,krátka s headechom,0.354269,0.744849,0.0205255,0.22187,"0.24529
",0.7418,12.4332,5:27:36:433,05:27:59,27.02.2021
event20210227_052759_263,krátka bez headecha,0.764368,0.666403,0.0147783,0.0491284,"0.295414
",0.5341,27.3591,5:27:51:359,05:27:59,27.02.2021
event20210227_053236_268,krátka s headechom,0.369869,0.680666,0.0320197,0.0998415,"0.403839
",1.1573,12.7893,5:32:13:789,05:32:36,27.02.2021
event20210227_053348_269,krátka bez headecha,0.358785,0.677496,0.0147783,0.0332805,"0.506545
",0.5341,12.7003,5:33:25:700,05:33:48,27.02.2021
event20210227_053348_269,krátka s headechom,0.681445,0.613312,0.0229885,0.190174,"0.298501
",0.8309,24.2137,5:33:37:213,05:33:48,27.02.2021
event20210227_053400_270,krátka bez headecha,0.0311987,0.676704,0.0131363,0.0285261,"0.471185
",0.4748,0.8902,5:33:25:890,05:34:00,27.02.2021
event20210227_053637_271,krátka bez headecha,0.361658,0.684628,0.0139573,0.0285261,"0.57342
",0.5045,12.819,5:36:14:819,05:36:37,27.02.2021
event20210227_053736_272,krátka s headechom,0.363301,0.649762,0.0221675,0.0792393,"0.579612
",0.8012,12.73,5:37:13:73,05:37:36,27.02.2021
event20210227_054006_274,krátka bez headecha,0.357964,0.671157,0.0147783,0.0301109,"0.582373
",0.5341,12.6706,5:39:43:670,05:40:06,27.02.2021
event20210227_054136_275,krátka bez headecha,0.367406,0.661648,0.0139573,0.0301109,"0.566387
",0.5045,13.0267,5:41:14:026,05:41:36,27.02.2021
event20210227_054343_276,krátka bez headecha,0.366995,0.666403,0.0164204,0.0269414,"0.625662
",0.5935,12.9674,5:43:20:967,05:43:43,27.02.2021
event20210227_054905_280,krátka bez headecha,0.358785,0.675119,0.0147783,0.0380349,"0.430239
",0.5341,12.7003,5:48:42:700,05:49:05,27.02.2021
event20210227_055204_281,krátka s headechom,0.359195,0.699683,0.0287356,0.239303,"0.286702
",1.0386,12.4629,5:51:41:462,05:52:04,27.02.2021
event20210227_055518_283,krátka bez headecha,0.353859,0.66878,0.0131363,0.0348653,"0.53075
",0.4748,12.5519,5:54:55:551,05:55:18,27.02.2021
event20210227_060010_285,krátka s headechom,0.368637,0.694136,0.0180624,0.110935,"0.478688
",0.6528,12.997,5:59:47:997,06:00:10,27.02.2021
event20210227_060020_286,krátka s headechom,0.0960591,0.68859,0.0131363,0.11252,"0.499237
",0.4748,3.2344,5:59:48:234,06:00:20,27.02.2021
event20210227_060108_287,krátka s headechom,0.359195,0.663233,0.0155993,0.0966719,"0.528039
",0.5638,12.7003,6:00:45:700,06:01:08,27.02.2021
event20210227_060334_289,krátka bez headecha,0.368227,0.671157,0.0155993,0.0396197,"0.404431
",0.5638,13.0267,6:03:12:026,06:03:34,27.02.2021
event20210227_060522_290,krátka bez headecha,0.363301,0.667987,0.0238095,0.0332805,"0.554625
",0.8605,12.7003,6:04:59:700,06:05:22,27.02.2021
event20210227_060821_292,krátka bez headecha,0.13711,0.675119,0.0131363,0.0316957,"0.286887
",0.4748,4.7181,6:07:50:718,06:08:21,27.02.2021
event20210227_060821_292,krátka bez headecha,0.366995,0.664025,0.0180624,0.0285261,"0.56733
",0.6528,12.9377,6:07:58:937,06:08:21,27.02.2021
event20210227_060821_292,krátka bez headecha,0.711002,0.667195,0.0131363,0.0285261,"0.28195
",0.4748,25.46,6:08:11:46,06:08:21,27.02.2021
event20210227_060930_294,krátka bez headecha,0.356732,0.675119,0.0123153,0.0380349,"0.330256
",0.4451,12.6706,6:09:07:670,06:09:30,27.02.2021
event20210227_060930_294,krátka s headechom,0.357143,0.674326,0.0131363,0.0427892,"0.273486
",0.4748,12.6706,6:09:07:670,06:09:30,27.02.2021
event20210227_061602_302,krátka bez headecha,0.363711,0.671949,0.0164204,0.0380349,"0.499035
",0.5935,12.8487,6:15:39:848,06:16:02,27.02.2021
event20210227_061635_303,krátka bez headecha,0.364121,0.673534,0.0139573,0.0285261,"0.491942
",0.5045,12.908,6:16:12:908,06:16:35,27.02.2021
event20210227_061926_305,krátka s headechom,0.495484,0.68225,0.0139573,0.0586371,"0.44713
",0.5045,17.6558,6:19:08:655,06:19:26,27.02.2021
event20210227_062047_307,krátka bez headecha,0.361248,0.667987,0.0147783,0.0396197,"0.406213
",0.5341,12.7893,6:20:24:789,06:20:47,27.02.2021
event20210227_062126_308,krátka s headechom,0.359195,0.6458,0.0188834,0.10935,"0.596362
",0.6825,12.6409,6:21:03:640,06:21:26,27.02.2021
event20210227_062326_311,krátka s headechom,0.366585,0.675119,0.0172414,0.0475436,"0.458469
",0.6231,12.9377,6:23:03:937,06:23:26,27.02.2021
event20210227_062400_312,krátka s headechom,0.228654,0.660063,0.0139573,0.0649762,"0.55721
",0.5045,8.0119,6:23:33:011,06:24:00,27.02.2021
event20210227_062400_312,krátka bez headecha,0.355911,0.671949,0.0188834,0.0348653,"0.577746
",0.6825,12.5222,6:23:37:522,06:24:00,27.02.2021
event20210227_062657_315,krátka bez headecha,0.361248,0.671949,0.0197044,0.0285261,"0.530716
",0.7122,12.7003,6:26:34:700,06:26:57,27.02.2021
event20210227_063821_322,krátka bez headecha,0.364532,0.68225,0.0131363,0.0332805,"0.452445
",0.4748,12.9377,6:37:58:937,06:38:21,27.02.2021
event20210227_063954_324,krátka bez headecha,0.356732,0.676704,0.0238095,0.0316957,"0.584702
",0.8605,12.4629,6:39:31:462,06:39:54,27.02.2021
event20210227_064338_326,krátka bez headecha,0.365353,0.687005,0.0180624,0.0364501,"0.645077
",0.6528,12.8783,6:43:15:878,06:43:38,27.02.2021
event20210227_064648_327,krátka bez headecha,0.357553,0.676704,0.0172414,0.0316957,"0.595187
",0.6231,12.6113,6:46:25:611,06:46:48,27.02.2021
event20210227_064750_328,krátka bez headecha,0.359195,0.672742,0.0172414,0.0332805,"0.577322
",0.6231,12.6706,6:47:27:670,06:47:50,27.02.2021
event20210227_065051_330,krátka s headechom,0.353038,0.672742,0.0147783,0.0618067,"0.533866
",0.5341,12.4926,6:50:28:492,06:50:51,27.02.2021
event20210227_065051_330,krátka bez headecha,0.595649,0.675911,0.0188834,0.0427892,"0.387591
",0.6825,21.187,6:50:37:187,06:50:51,27.02.2021
event20210227_065051_330,krátka bez headecha,0.827586,0.684628,0.0131363,0.0348653,"0.337248
",0.4748,29.6736,6:50:45:673,06:50:51,27.02.2021
event20210227_065100_331,krátka s headechom,0.118637,0.673534,0.0139573,0.0570523,"0.498253
",0.5045,4.0356,6:50:29:035,06:51:00,27.02.2021
event20210227_065100_331,krátka bez headecha,0.360837,0.675911,0.0172414,0.0427892,"0.471988
",0.6231,12.73,6:50:37:73,06:51:00,27.02.2021
event20210227_070536_344,krátka s headechom,0.539819,0.673534,0.0287356,0.0570523,"0.481606
",1.0386,18.9911,7:05:19:991,07:05:36,27.02.2021
event20210227_070542_345,krátka s headechom,0.3711,0.671949,0.0279146,0.0538827,"0.415012
",1.0089,12.908,7:05:19:908,07:05:42,27.02.2021
event20210227_070758_346,krátka s headechom,0.35509,0.610935,0.0221675,0.194929,"0.49165
",0.8012,12.4332,7:07:35:433,07:07:58,27.02.2021
event20210227_070910_347,krátka bez headecha,0.361658,0.677496,0.0188834,0.0396197,"0.445802
",0.6825,12.73,7:08:47:73,07:09:10,27.02.2021
event20210227_071035_348,krátka bez headecha,0.358374,0.675119,0.0139573,0.0285261,"0.613684
",0.5045,12.7003,7:10:12:700,07:10:35,27.02.2021
event20210227_071820_355,krátka bez headecha,0.359195,0.667195,0.0155993,0.0285261,"0.611911
",0.5638,12.7003,7:17:57:700,07:18:20,27.02.2021
event20210227_071915_356,krátka bez headecha,0.35509,0.66878,0.0172414,0.0348653,"0.573404
",0.6231,12.5222,7:18:52:522,07:19:15,27.02.2021
event20210227_071941_357,krátka s headechom,0.362479,0.669572,0.0172414,0.0839937,"0.513077
",0.6231,12.7893,7:19:18:789,07:19:41,27.02.2021
event20210227_072315_363,krátka bez headecha,0.366995,0.675119,0.0147783,0.0348653,"0.576637
",0.5341,12.997,7:22:52:997,07:23:15,27.02.2021
event20210227_072712_367,krátka s headechom,0.355501,0.671949,0.0180624,0.0570523,"0.540289
",0.6528,12.5223,7:26:49:522,07:27:12,27.02.2021
event20210227_073412_370,krátka bez headecha,0.364943,0.675911,0.0139573,0.0269414,"0.564819
",0.5045,12.9377,7:33:49:937,07:34:12,27.02.2021
event20210227_073412_370,krátka s headechom,0.568965,0.677496,0.0197044,0.115689,"0.621031
",0.7122,20.2077,7:33:57:207,07:34:12,27.02.2021
event20210227_073419_371,krátka bez headecha,0.148604,0.674326,0.0131363,0.0269414,"0.501215
",0.4748,5.1335,7:33:49:133,07:34:19,27.02.2021
event20210227_073419_371,krátka s headechom,0.353038,0.675911,0.0197044,0.118859,"0.551071
",0.7122,12.4036,7:33:56:403,07:34:19,27.02.2021
event20210227_073552_372,krátka s headechom,0.367406,0.676704,0.0188834,0.0570523,"0.540216
",0.6825,12.9377,7:35:29:937,07:35:52,27.02.2021
event20210227_073845_375,krátka s headechom,0.37069,0.652932,0.0287356,0.0792393,"0.467415
",1.0386,12.8784,7:38:22:878,07:38:45,27.02.2021
event20210227_073911_376,krátka bez headecha,0.365353,0.679081,0.0229885,0.0332805,"0.56636
",0.8309,12.7893,7:38:48:789,07:39:11,27.02.2021
event20210227_074441_377,krátka bez headecha,0.359195,0.675119,0.0123153,0.0285261,"0.433819
",0.4451,12.7596,7:44:18:759,07:44:41,27.02.2021
event20210227_074528_378,krátka bez headecha,0.362069,0.655309,0.0164204,0.0427892,"0.470653
",0.5935,12.7893,7:45:05:789,07:45:28,27.02.2021
event20210227_074528_378,krátka bez headecha,0.881363,0.664818,0.0155993,0.0332805,"0.319121
",0.5638,31.5727,7:45:24:572,07:45:28,27.02.2021
event20210227_074546_379,krátka bez headecha,0.365764,0.664025,0.0155993,0.0348653,"0.537064
",0.5638,12.9377,7:45:23:937,07:45:46,27.02.2021
event20210227_074633_380,krátka s headechom,0.358374,0.672742,0.0205255,0.0522979,"0.442539
",0.7418,12.5816,7:46:10:581,07:46:33,27.02.2021
event20210227_074954_386,krátka s headechom,0.919951,0.645008,0.0205255,0.110935,"0.537992
",0.7418,32.8783,7:49:51:878,07:49:54,27.02.2021
event20210227_075014_387,krátka s headechom,0.377258,0.644216,0.0188834,0.125198,"0.537234
",0.6825,13.2938,7:49:52:293,07:50:14,27.02.2021
event20210227_075014_387,krátka s headechom,0.827997,0.675119,0.0155993,0.0697306,"0.541665
",0.5638,29.6439,7:50:08:643,07:50:14,27.02.2021
event20210227_075318_391,krátka bez headecha,0.359606,0.666403,0.0147783,0.0269414,"0.381769
",0.5341,12.73,7:52:55:73,07:53:18,27.02.2021
event20210227_075535_392,krátka bez headecha,0.360837,0.667987,0.0188834,0.0364501,"0.565605
",0.6825,12.7003,7:55:12:700,07:55:35,27.02.2021
event20210227_080107_395,krátka bez headecha,0.360837,0.66561,0.0139573,0.0316957,"0.522471
",0.5045,12.7893,8:00:44:789,08:01:07,27.02.2021
event20210227_080107_395,krátka s headechom,0.752874,0.679081,0.0229885,0.0966719,"0.575758
",0.8309,26.7953,8:00:58:795,08:01:07,27.02.2021
event20210227_080121_396,krátka s headechom,0.368637,0.676704,0.0213465,0.088748,"0.570232
",0.7715,12.9377,8:00:58:937,08:01:21,27.02.2021
event20210227_080245_397,krátka s headechom,0.363711,0.666403,0.0180624,0.106181,"0.595154
",0.6528,12.819,8:02:22:819,08:02:45,27.02.2021
event20210227_080245_397,krátka s headechom,0.597701,0.66878,0.0213465,0.0792393,"0.560924
",0.7715,21.2166,8:02:31:216,08:02:45,27.02.2021
event20210227_080250_398,krátka s headechom,0.24179,0.664818,0.0172414,0.103011,"0.571158
",0.6231,8.4273,8:02:23:427,08:02:50,27.02.2021
event20210227_080250_398,krátka s headechom,0.476601,0.667987,0.0238095,0.0839937,"0.576677
",0.8605,16.7953,8:02:31:795,08:02:50,27.02.2021
event20210227_080254_399,krátka s headechom,0.12069,0.667195,0.0180624,0.0982567,"0.55218
",0.6528,4.0356,8:02:23:035,08:02:54,27.02.2021
event20210227_080254_399,krátka s headechom,0.35468,0.669572,0.0229885,0.0903328,"0.564645
",0.8309,12.4036,8:02:31:403,08:02:54,27.02.2021
event20210227_080505_400,krátka bez headecha,0.353038,0.667195,0.0147783,0.0348653,"0.598131
",0.5341,12.4926,8:04:42:492,08:05:05,27.02.2021
event20210227_080629_402,krátka bez headecha,0.35468,0.66561,0.0180624,0.0316957,"0.490383
",0.6528,12.4926,8:06:06:492,08:06:29,27.02.2021
event20210227_080652_403,krátka bez headecha,0.35468,0.666403,0.0164204,0.0301109,"0.661271
",0.5935,12.5223,8:06:29:522,08:06:52,27.02.2021
event20210227_081336_409,krátka bez headecha,0.357553,0.669572,0.0205255,0.0269414,"0.626557
",0.7418,12.5519,8:13:13:551,08:13:36,27.02.2021
event20210227_081426_410,krátka s headechom,0.356322,0.663233,0.0197044,0.103011,"0.557912
",0.7122,12.5223,8:14:03:522,08:14:26,27.02.2021
event20210227_081426_410,krátka bez headecha,0.784483,0.763074,0.0155993,0.0301109,"0.325769
",0.5638,28.0712,8:14:19:071,08:14:26,27.02.2021
event20210227_081633_411,krátka bez headecha,0.357964,0.672742,0.0164204,0.0269414,"0.63354
",0.5935,12.641,8:16:10:641,08:16:33,27.02.2021
event20210227_081633_411,krátka bez headecha,0.495484,0.672742,0.0123153,0.0332805,"0.531762
",0.4451,17.6854,8:16:15:685,08:16:33,27.02.2021
event20210227_081633_411,krátka s headechom,0.816502,0.679873,0.0188834,0.0412044,"0.327206
",0.6825,29.1691,8:16:27:169,08:16:33,27.02.2021
event20210227_081633_411,krátka bez headecha,0.816913,0.679873,0.0180624,0.0412044,"0.438233
",0.6528,29.1988,8:16:27:198,08:16:33,27.02.2021
event20210227_081638_412,krátka bez headecha,0.226601,0.672742,0.0164204,0.0269414,"0.599244
",0.5935,7.8932,8:16:10:893,08:16:38,27.02.2021
event20210227_081638_412,krátka bez headecha,0.364532,0.671157,0.0131363,0.0332805,"0.514349
",0.4748,12.9377,8:16:15:937,08:16:38,27.02.2021
event20210227_081638_412,krátka bez headecha,0.68555,0.679081,0.0180624,0.0427892,"0.453164
",0.6528,24.451,8:16:27:451,08:16:38,27.02.2021
event20210227_081844_415,krátka bez headecha,0.35468,0.676704,0.0147783,0.0253566,"0.644105
",0.5341,12.5519,8:18:21:551,08:18:44,27.02.2021
event20210227_082315_418,krátka bez headecha,0.653941,0.68542,0.0238095,0.0332805,"0.601072
",0.8605,23.2048,8:23:03:204,08:23:15,27.02.2021
event20210227_082326_419,krátka bez headecha,0.364121,0.68542,0.0238095,0.0301109,"0.645862
",0.8605,12.73,8:23:03:73,08:23:26,27.02.2021
event20210227_082334_420,krátka bez headecha,0.139573,0.68542,0.0229885,0.0301109,"0.565264
",0.8309,4.6291,8:23:03:629,08:23:34,27.02.2021
event20210227_083314_432,dlhá s headechom,0.368637,0.643423,0.0426929,0.142631,"0.540793
",1.543,12.5519,8:32:51:551,08:33:14,27.02.2021
event20210227_083844_438,krátka bez headecha,0.355911,0.669572,0.0139573,0.0396197,"0.459003
",0.5045,12.6113,8:38:21:611,08:38:44,27.02.2021
event20210227_084440_445,krátka s headechom,0.366174,0.674326,0.0147783,0.0586371,"0.517553
",0.5341,12.9674,8:44:17:967,08:44:40,27.02.2021
event20210227_084616_447,krátka s headechom,0.66913,0.653724,0.0295567,0.0935024,"0.474275
",1.0683,23.6499,8:46:04:649,08:46:16,27.02.2021
event20210227_084628_448,krátka s headechom,0.369869,0.653724,0.0287356,0.0903328,"0.411366
",1.0386,12.8487,8:46:05:848,08:46:28,27.02.2021
event20210227_084756_451,krátka bez headecha,0.359606,0.667195,0.0197044,0.044374,"0.377902
",0.7122,12.641,8:47:33:641,08:47:56,27.02.2021
event20210227_085507_455,krátka s headechom,0.35468,0.677496,0.0147783,0.0776545,"0.565392
",0.5341,12.5519,8:54:44:551,08:55:07,27.02.2021
event20210227_090553_462,dlhá bez headecha,0.383415,0.66878,0.0541872,0.044374,"0.319129
",1.9585,12.8783,9:05:30:878,09:05:53,27.02.2021
event20210227_090927_468,krátka bez headecha,0.361248,0.673534,0.0147783,0.0316957,"0.548837
",0.5341,12.7893,9:09:04:789,09:09:27,27.02.2021
event20210227_092028_475,krátka s headechom,0.353448,0.676704,0.0155993,0.0602219,"0.538002
",0.5638,12.4926,9:20:05:492,09:20:28,27.02.2021
event20210227_094104_487,krátka bez headecha,0.355501,0.676704,0.0164204,0.0316957,"0.521852
",0.5935,12.5519,9:40:41:551,09:41:04,27.02.2021
event20210227_094104_487,krátka bez headecha,0.429803,0.683835,0.0205255,0.0332805,"0.27473
",0.7418,15.1632,9:40:44:163,09:41:04,27.02.2021
event20210227_095049_491,krátka bez headecha,0.162151,0.666403,0.0123153,0.0269414,"0.286756
",0.4451,5.638,9:50:19:638,09:50:49,27.02.2021
event20210227_095049_491,krátka bez headecha,0.460181,0.673534,0.0172414,0.0316957,"0.511007
",0.6231,16.3205,9:50:30:320,09:50:49,27.02.2021
event20210227_095053_492,krátka bez headecha,0.367816,0.674326,0.0164204,0.0301109,"0.577682
",0.5935,12.997,9:50:30:997,09:50:53,27.02.2021
event20210227_095614_494,krátka bez headecha,0.352627,0.664818,0.0172414,0.0301109,"0.654539
",0.6231,12.4332,9:55:51:433,09:56:14,27.02.2021
event20210227_095737_495,krátka s headechom,0.353859,0.659271,0.0164204,0.0633914,"0.490175
",0.5935,12.4926,9:57:14:492,09:57:37,27.02.2021
event20210227_100031_499,krátka s headechom,0.353448,0.675119,0.0155993,0.0697306,"0.571506
",0.5638,12.4926,10:00:08:492,10:00:31,27.02.2021
event20210227_100456_503,krátka bez headecha,0.365764,0.667987,0.0139573,0.0301109,"0.645768
",0.5045,12.9674,10:04:33:967,10:04:56,27.02.2021
event20210227_100509_504,krátka bez headecha,0.311166,0.633914,0.0197044,0.0412044,"0.241359
",0.7122,10.8902,10:04:44:890,10:05:09,27.02.2021
event20210227_102545_521,krátka bez headecha,0.365353,0.674326,0.0164204,0.0301109,"0.3301
",0.5935,12.908,10:25:22:908,10:25:45,27.02.2021
event20210227_103220_526,krátka bez headecha,0.359195,0.66878,0.0155993,0.044374,"0.533662
",0.5638,12.7003,10:31:57:700,10:32:20,27.02.2021
event20210227_103547_531,krátka bez headecha,0.222906,0.591918,0.0139573,0.0269414,"0.394826
",0.5045,7.8041,10:35:19:804,10:35:47,27.02.2021
event20210227_103547_531,krátka bez headecha,0.366585,0.672742,0.0139573,0.0332805,"0.596839
",0.5045,12.997,10:35:24:997,10:35:47,27.02.2021
event20210227_104240_538,krátka s headechom,0.35468,0.698098,0.0164204,0.0554675,"0.493797
",0.5935,12.5223,10:42:17:522,10:42:40,27.02.2021
event20210227_104926_542,krátka bez headecha,0.359606,0.674326,0.0246305,0.0269414,"0.564992
",0.8902,12.5519,10:49:03:551,10:49:26,27.02.2021
event20210227_105226_546,krátka bez headecha,0.353448,0.678288,0.0155993,0.0348653,"0.544318
",0.5638,12.4926,10:52:03:492,10:52:26,27.02.2021
event20210227_105912_549,krátka s headechom,0.359195,0.667987,0.0155993,0.0586371,"0.5119
",0.5638,12.7003,10:58:49:700,10:59:12,27.02.2021
event20210227_110307_551,krátka s headechom,0.362479,0.662441,0.0221675,0.0792393,"0.557295
",0.8012,12.7003,11:02:44:700,11:03:07,27.02.2021
event20210227_110307_551,krátka s headechom,0.529557,0.677496,0.0197044,0.0744849,"0.592262
",0.7122,18.7834,11:02:50:783,11:03:07,27.02.2021
event20210227_110307_551,krátka bez headecha,0.609195,0.672742,0.0131363,0.0301109,"0.27802
",0.4748,21.7804,11:02:53:780,11:03:07,27.02.2021
event20210227_110313_552,krátka s headechom,0.194171,0.663233,0.0221675,0.0776545,"0.564633
",0.8012,6.6172,11:02:44:617,11:03:13,27.02.2021
event20210227_110313_552,krátka s headechom,0.361658,0.675911,0.0188834,0.0713154,"0.559242
",0.6825,12.73,11:02:50:73,11:03:13,27.02.2021
event20210227_110313_552,krátka bez headecha,0.409688,0.667195,0.0131363,0.0348653,"0.335477
",0.4748,14.5697,11:02:52:569,11:03:13,27.02.2021
event20210227_110709_555,krátka bez headecha,0.525041,0.676704,0.0205255,0.0285261,"0.26767
",0.7418,18.6053,11:06:52:605,11:07:09,27.02.2021
event20210227_110709_555,krátka s headechom,0.598112,0.673534,0.0188834,0.0538827,"0.429358
",0.6825,21.276,11:06:55:276,11:07:09,27.02.2021
event20210227_110715_556,krátka bez headecha,0.356322,0.676704,0.0197044,0.0253566,"0.514501
",0.7122,12.5223,11:06:52:522,11:07:15,27.02.2021
event20210227_110715_556,krátka s headechom,0.429803,0.672742,0.0188834,0.0554675,"0.496046
",0.6825,15.1929,11:06:55:192,11:07:15,27.02.2021
event20210227_110718_557,krátka bez headecha,0.29023,0.675911,0.0205255,0.0269414,"0.44734
",0.7418,10.1187,11:06:53:118,11:07:18,27.02.2021
event20210227_110718_557,krátka s headechom,0.364121,0.673534,0.0205255,0.0570523,"0.500445
",0.7418,12.7893,11:06:55:789,11:07:18,27.02.2021
event20210227_110808_558,krátka bez headecha,0.354269,0.671949,0.0172414,0.0316957,"0.682944
",0.6231,12.4926,11:07:45:492,11:08:08,27.02.2021
event20210227_110936_560,krátka s headechom,0.355501,0.672742,0.0180624,0.0935024,"0.563152
",0.6528,12.5223,11:09:13:522,11:09:36,27.02.2021
event20210227_111011_561,krátka bez headecha,0.29064,0.697306,0.0114943,0.0285261,"0.294822
",0.4154,10.2967,11:09:46:296,11:10:11,27.02.2021
event20210227_111011_561,krátka bez headecha,0.35509,0.675911,0.0172414,0.0301109,"0.63996
",0.6231,12.5222,11:09:48:522,11:10:11,27.02.2021
event20210227_111011_561,krátka bez headecha,0.873974,0.676704,0.0155993,0.0380349,"0.546128
",0.5638,31.3056,11:10:07:305,11:10:11,27.02.2021
event20210227_111203_562,krátka bez headecha,0.367406,0.677496,0.0172414,0.0332805,"0.612371
",0.6231,12.9674,11:11:40:967,11:12:03,27.02.2021
event20210227_111203_562,krátka s headechom,0.773399,0.664025,0.0147783,0.0475436,"0.249186
",0.5341,27.6855,11:11:55:685,11:12:03,27.02.2021
event20210227_111745_565,krátka s headechom,0.0291461,0.678288,0.0155993,0.0570523,"0.501234
",0.5638,0.7715,11:17:10:771,11:17:45,27.02.2021
event20210227_111745_565,krátka bez headecha,0.635057,0.666403,0.0155993,0.0301109,"0.548796
",0.5638,22.6706,11:17:32:670,11:17:45,27.02.2021
event20210227_111755_566,krátka bez headecha,0.0837438,0.66878,0.0229885,0.0316957,"0.249779
",0.8309,2.6113,11:17:22:611,11:17:55,27.02.2021
event20210227_111755_566,krátka bez headecha,0.363301,0.66561,0.0139573,0.0285261,"0.573044
",0.5045,12.8784,11:17:32:878,11:17:55,27.02.2021
event20210227_112133_568,krátka s headechom,0.362479,0.673534,0.0205255,0.0855784,"0.529321
",0.7418,12.73,11:21:10:73,11:21:33,27.02.2021
event20210227_112306_569,krátka bez headecha,0.361658,0.666403,0.0221675,0.0301109,"0.429864
",0.8012,12.6706,11:22:43:670,11:23:06,27.02.2021
event20210227_112556_571,krátka s headechom,0.364121,0.660063,0.0205255,0.0459588,"0.417189
",0.7418,12.7893,11:25:33:789,11:25:56,27.02.2021
event20210227_112556_571,krátka bez headecha,0.739327,0.664818,0.0123153,0.0269414,"0.436213
",0.4451,26.4985,11:25:47:498,11:25:56,27.02.2021
event20210227_112610_572,krátka bez headecha,0.356732,0.664818,0.0139573,0.0269414,"0.548327
",0.5045,12.6409,11:25:47:640,11:26:10,27.02.2021
event20210227_112648_573,krátka bez headecha,0.35468,0.679873,0.0246305,0.0348653,"0.53476
",0.8902,12.3739,11:26:25:373,11:26:48,27.02.2021
event20210227_112731_574,krátka s headechom,0.35509,0.675119,0.0155993,0.0412044,"0.277247
",0.5638,12.5519,11:27:08:551,11:27:31,27.02.2021
event20210227_112731_574,krátka bez headecha,0.355501,0.673534,0.0147783,0.0348653,"0.539229
",0.5341,12.5816,11:27:08:581,11:27:31,27.02.2021
event20210227_113013_579,krátka bez headecha,0.667898,0.679081,0.0139573,0.0332805,"0.407639
",0.5045,23.8872,11:30:01:887,11:30:13,27.02.2021
event20210227_113214_581,krátka bez headecha,0.364532,0.673534,0.0164204,0.0285261,"0.473356
",0.5935,12.8783,11:31:51:878,11:32:14,27.02.2021
event20210227_113247_582,krátka bez headecha,0.356322,0.66561,0.0164204,0.0316957,"0.649413
",0.5935,12.5816,11:32:24:581,11:32:47,27.02.2021
event20210227_113247_582,krátka bez headecha,0.93514,0.687005,0.0131363,0.0427892,"0.320403
",0.4748,33.5608,11:32:45:560,11:32:47,27.02.2021
event20210227_113821_585,krátka bez headecha,0.19335,0.68225,0.0123153,0.0237718,"0.394155
",0.4451,6.7656,11:37:52:765,11:38:21,27.02.2021
event20210227_113821_585,krátka bez headecha,0.357143,0.663233,0.0147783,0.0269414,"0.562109
",0.5341,12.641,11:37:58:641,11:38:21,27.02.2021
event20210227_113937_587,krátka bez headecha,0.444581,0.675119,0.0172414,0.0412044,"0.479744
",0.6231,15.7567,11:39:17:756,11:39:37,27.02.2021
event20210227_113940_588,krátka bez headecha,0.369048,0.675119,0.0172414,0.044374,"0.481963
",0.6231,13.0267,11:39:18:026,11:39:40,27.02.2021
event20210227_114024_589,krátka bez headecha,0.35468,0.664025,0.0197044,0.0412044,"0.527918
",0.7122,12.4629,11:40:01:462,11:40:24,27.02.2021
event20210227_114405_592,krátka bez headecha,0.369458,0.679081,0.0197044,0.0301109,"0.597167
",0.7122,12.997,11:43:42:997,11:44:05,27.02.2021
event20210227_114505_595,dlhá bez headecha,0.747537,0.694136,0.0402299,0.0538827,"0.277109
",1.454,26.2908,11:44:56:290,11:45:05,27.02.2021
event20210227_114519_596,krátka bez headecha,0.231527,0.666403,0.0147783,0.0301109,"0.318772
",0.5341,8.1009,11:44:52:100,11:45:19,27.02.2021
event20210227_114519_596,dlhá bez headecha,0.372742,0.694136,0.044335,0.0475436,"0.242443
",1.6024,12.6706,11:44:56:670,11:45:19,27.02.2021
event20210227_114519_596,dlhá s headechom,0.373153,0.695721,0.0402299,0.0507132,"0.254787
",1.454,12.7597,11:44:56:759,11:45:19,27.02.2021
event20210227_114807_599,krátka s headechom,0.0862069,0.672742,0.0164204,0.0459588,"0.337237
",0.5935,2.819,11:47:34:819,11:48:07,27.02.2021
event20210227_115238_609,krátka bez headecha,0.355501,0.675911,0.0131363,0.0269414,"0.574878
",0.4748,12.6113,11:52:15:611,11:52:38,27.02.2021
event20210227_115247_610,krátka bez headecha,0.103448,0.675911,0.0114943,0.0269414,"0.530818
",0.4154,3.5311,11:52:15:531,11:52:47,27.02.2021
