event name,label,x,y,width,height,confidence,length_in_sec,real_begins_in_sec,real_begins_in_time,picture_ends_in,date
event20210226_235622_836,krátka bez headecha,0.357143,0.676704,0.0164204,0.0380349,"0.376105
",0.5935,12.6113,23:55:59:611,23:56:22,26.02.2021
event20210226_235622_836,krátka s headechom,0.357553,0.676704,0.0188834,0.044374,"0.280627
",0.6825,12.5816,23:55:59:581,23:56:22,26.02.2021
event20210226_235622_836,krátka bez headecha,0.796387,0.667987,0.0131363,0.0269414,"0.493733
",0.4748,28.546,23:56:15:546,23:56:22,26.02.2021
event20210226_235638_837,krátka bez headecha,0.365353,0.667987,0.0131363,0.0269414,"0.559104
",0.4748,12.9674,23:56:15:967,23:56:38,26.02.2021
event20210226_235638_837,krátka bez headecha,0.742611,0.670364,0.0155993,0.0348653,"0.558502
",0.5638,26.5579,23:56:29:557,23:56:38,26.02.2021
event20210226_235638_837,krátka s headechom,0.94335,0.683043,0.0147783,0.0507132,"0.399668
",0.5341,33.8279,23:56:36:827,23:56:38,26.02.2021
event20210226_235652_838,krátka bez headecha,0.359195,0.66878,0.0155993,0.0316957,"0.563158
",0.5638,12.7003,23:56:29:700,23:56:52,26.02.2021
event20210226_235652_838,krátka s headechom,0.560345,0.68542,0.0172414,0.0586371,"0.562394
",0.6231,19.9407,23:56:36:940,23:56:52,26.02.2021
event20210226_235659_839,krátka bez headecha,0.15353,0.66878,0.0147783,0.0316957,"0.602811
",0.5341,5.2819,23:56:29:281,23:56:59,26.02.2021
event20210226_235659_839,krátka s headechom,0.35468,0.683835,0.0147783,0.0554675,"0.557324
",0.5341,12.5519,23:56:36:551,23:56:59,26.02.2021
event20210227_000038_1,krátka s headechom,0.359195,0.659271,0.0287356,0.0697306,"0.472364
",1.0386,12.4629,0:00:15:462,00:00:38,27.02.2021
event20210227_000038_1,krátka bez headecha,0.685961,0.686212,0.0123153,0.0316957,"0.525853
",0.4451,24.5697,0:00:27:569,00:00:38,27.02.2021
event20210227_000050_2,krátka s headechom,0.0422824,0.657686,0.0287356,0.0697306,"0.402259
",1.0386,1.0089,0:00:16:008,00:00:50,27.02.2021
event20210227_000050_2,krátka bez headecha,0.366585,0.687005,0.0139573,0.0364501,"0.578143
",0.5045,12.997,0:00:27:997,00:00:50,27.02.2021
event20210227_000530_4,krátka bez headecha,0.364121,0.687005,0.0123153,0.0301109,"0.514036
",0.4451,12.9377,0:05:07:937,00:05:30,27.02.2021
event20210227_000726_7,krátka bez headecha,0.358374,0.694929,0.0155993,0.0301109,"0.324832
",0.5638,12.6706,0:07:03:670,00:07:26,27.02.2021
event20210227_000726_7,krátka bez headecha,0.611658,0.648178,0.0164204,0.0380349,"0.431819
",0.5935,21.8101,0:07:12:810,00:07:26,27.02.2021
event20210227_000732_8,krátka bez headecha,0.207718,0.693344,0.0147783,0.0269414,"0.330244
",0.5341,7.2404,0:07:04:240,00:07:32,27.02.2021
event20210227_000732_8,krátka bez headecha,0.462233,0.648178,0.0164204,0.0380349,"0.463946
",0.5935,16.4095,0:07:13:409,00:07:32,27.02.2021
event20210227_001049_11,krátka s headechom,0.354269,0.715531,0.0139573,0.0586371,"0.536515
",0.5045,12.5519,0:10:26:551,00:10:49,27.02.2021
event20210227_001141_13,krátka bez headecha,0.227833,0.664025,0.0106732,0.0285261,"0.322867
",0.3858,8.0416,0:11:14:041,00:11:41,27.02.2021
event20210227_001141_13,krátka s headechom,0.364943,0.66878,0.0188834,0.158479,"0.61543
",0.6825,12.8487,0:11:18:848,00:11:41,27.02.2021
event20210227_001411_16,krátka bez headecha,0.35468,0.677496,0.0147783,0.0269414,"0.582346
",0.5341,12.5519,0:13:48:551,00:14:11,27.02.2021
event20210227_001517_17,dlhá s headechom,0.356732,0.660856,0.0287356,0.0729002,"0.335178
",1.0386,12.3739,0:14:54:373,00:15:17,27.02.2021
event20210227_001517_17,krátka s headechom,0.357143,0.660063,0.0311987,0.0713154,"0.292379
",1.1276,12.3442,0:14:54:344,00:15:17,27.02.2021
event20210227_001517_17,krátka bez headecha,0.946223,0.66878,0.0139573,0.0316957,"0.517618
",0.5045,33.9466,0:15:15:946,00:15:17,27.02.2021
event20210227_001539_18,krátka bez headecha,0.357143,0.66878,0.0164204,0.0348653,"0.587401
",0.5935,12.6113,0:15:16:611,00:15:39,27.02.2021
event20210227_001736_19,krátka bez headecha,0.368227,0.669572,0.0155993,0.0301109,"0.513567
",0.5638,13.0267,0:17:14:026,00:17:36,27.02.2021
event20210227_001746_20,krátka bez headecha,0.10468,0.669572,0.0139573,0.0269414,"0.33662
",0.5045,3.5312,0:17:14:531,00:17:46,27.02.2021
event20210227_001746_20,krátka bez headecha,0.754516,0.660856,0.0131363,0.0285261,"0.48642
",0.4748,27.0327,0:17:38:032,00:17:46,27.02.2021
event20210227_002007_22,krátka bez headecha,0.247947,0.674326,0.0131363,0.0396197,"0.349758
",0.4748,8.724,0:19:40:724,00:20:07,27.02.2021
event20210227_002007_22,krátka bez headecha,0.364532,0.675119,0.0131363,0.0253566,"0.498464
",0.4748,12.9377,0:19:44:937,00:20:07,27.02.2021
event20210227_002451_25,krátka bez headecha,0.72619,0.698098,0.0139573,0.0301109,"0.313592
",0.5045,25.994,0:24:41:994,00:24:51,27.02.2021
event20210227_002451_25,krátka s headechom,0.902709,0.674326,0.0188834,0.0966719,"0.573124
",0.6825,32.2849,0:24:48:284,00:24:51,27.02.2021
event20210227_002511_26,krátka bez headecha,0.183498,0.699683,0.0123153,0.0269414,"0.260329
",0.4451,6.4095,0:24:42:409,00:25:11,27.02.2021
event20210227_002511_26,krátka s headechom,0.359606,0.673534,0.0164204,0.0950872,"0.545676
",0.5935,12.7003,0:24:48:700,00:25:11,27.02.2021
event20210227_002635_28,krátka s headechom,0.833333,0.654517,0.0213465,0.0633914,"0.547148
",0.7715,29.7329,0:26:29:732,00:26:35,27.02.2021
event20210227_002653_29,krátka s headechom,0.355501,0.652932,0.0197044,0.066561,"0.579499
",0.7122,12.4926,0:26:30:492,00:26:53,27.02.2021
event20210227_002834_30,krátka bez headecha,0.350985,0.684628,0.0155993,0.0348653,"0.611269
",0.5638,12.4036,0:28:11:403,00:28:34,27.02.2021
event20210227_002845_31,krátka bez headecha,0.0418719,0.683043,0.0147783,0.0348653,"0.487866
",0.5341,1.2463,0:28:11:246,00:28:45,27.02.2021
event20210227_003508_40,krátka bez headecha,0.892857,0.675911,0.0139573,0.0332805,"0.554224
",0.5045,32.0178,0:35:05:017,00:35:08,27.02.2021
event20210227_003522_41,krátka bez headecha,0.499179,0.675119,0.0147783,0.0348653,"0.502784
",0.5341,17.7745,0:35:04:774,00:35:22,27.02.2021
event20210227_003939_43,krátka s headechom,0.36289,0.673534,0.0197044,0.0507132,"0.414545
",0.7122,12.7596,0:39:16:759,00:39:39,27.02.2021
event20210227_003939_43,krátka s headechom,0.489737,0.70523,0.0172414,0.0982567,"0.567017
",0.6231,17.3887,0:39:21:388,00:39:39,27.02.2021
event20210227_003944_44,krátka s headechom,0.224548,0.672742,0.0188834,0.0491284,"0.395823
",0.6825,7.7745,0:39:16:774,00:39:44,27.02.2021
event20210227_003944_44,krátka s headechom,0.351806,0.708399,0.0188834,0.101426,"0.541167
",0.6825,12.3739,0:39:21:373,00:39:44,27.02.2021
event20210227_004310_45,krátka bez headecha,0.357553,0.677496,0.0188834,0.0301109,"0.626983
",0.6825,12.5816,0:42:47:581,00:43:10,27.02.2021
event20210227_004353_46,krátka s headechom,0.366995,0.677496,0.0147783,0.0427892,"0.341437
",0.5341,12.997,0:43:30:997,00:43:53,27.02.2021
event20210227_004353_46,krátka bez headecha,0.366995,0.676704,0.0147783,0.0412044,"0.352459
",0.5341,12.997,0:43:30:997,00:43:53,27.02.2021
event20210227_004402_47,krátka bez headecha,0.114122,0.676704,0.0147783,0.0412044,"0.328003
",0.5341,3.8576,0:43:30:857,00:44:02,27.02.2021
event20210227_004402_47,krátka s headechom,0.114532,0.677496,0.0139573,0.0427892,"0.335183
",0.5045,3.8872,0:43:30:887,00:44:02,27.02.2021
event20210227_004527_49,krátka s headechom,0.356732,0.674326,0.0188834,0.0871632,"0.513512
",0.6825,12.5519,0:45:04:551,00:45:27,27.02.2021
event20210227_004824_50,krátka s headechom,0.357964,0.66878,0.0164204,0.044374,"0.385587
",0.5935,12.641,0:48:01:641,00:48:24,27.02.2021
event20210227_005017_51,krátka bez headecha,0.357964,0.667195,0.0180624,0.0412044,"0.514498
",0.6528,12.6113,0:49:54:611,00:50:17,27.02.2021
event20210227_005017_51,krátka s headechom,0.498768,0.676704,0.0172414,0.0633914,"0.53972
",0.6231,17.7151,0:49:59:715,00:50:17,27.02.2021
event20210227_005022_52,krátka bez headecha,0.21798,0.667987,0.0172414,0.0396197,"0.429512
",0.6231,7.5668,0:49:54:566,00:50:22,27.02.2021
event20210227_005022_52,krátka s headechom,0.357553,0.680666,0.0155993,0.0649762,"0.56794
",0.5638,12.6409,0:49:59:640,00:50:22,27.02.2021
event20210227_005115_53,dlhá bez headecha,0.369869,0.66561,0.0353038,0.0380349,"0.31005
",1.276,12.73,0:50:52:73,00:51:15,27.02.2021
event20210227_005115_53,krátka s headechom,0.417488,0.657686,0.0270936,0.101426,"0.43551
",0.9792,14.5994,0:50:54:599,00:51:15,27.02.2021
event20210227_005746_62,krátka bez headecha,0.0886699,0.664025,0.0131363,0.0285261,"0.391165
",0.4748,2.9674,0:57:13:967,00:57:46,27.02.2021
event20210227_005746_62,krátka bez headecha,0.356732,0.66561,0.0172414,0.0316957,"0.633836
",0.6231,12.5816,0:57:23:581,00:57:46,27.02.2021
event20210227_010502_70,krátka bez headecha,0.356322,0.663233,0.0147783,0.0301109,"0.506923
",0.5341,12.6113,1:04:39:611,01:05:02,27.02.2021
event20210227_010721_75,krátka s headechom,0.357964,0.667195,0.0197044,0.0538827,"0.495843
",0.7122,12.5816,1:06:58:581,01:07:21,27.02.2021
event20210227_010746_76,krátka s headechom,0.845649,0.687005,0.0147783,0.0744849,"0.560317
",0.5341,30.2968,1:07:41:296,01:07:46,27.02.2021
event20210227_010847_77,krátka s headechom,0.371921,0.666403,0.0246305,0.0522979,"0.417951
",0.8902,12.997,1:08:24:997,01:08:47,27.02.2021
event20210227_010847_77,krátka bez headecha,0.372332,0.664025,0.0221675,0.044374,"0.250801
",0.8012,13.0564,1:08:25:056,01:08:47,27.02.2021
event20210227_011445_84,krátka s headechom,0.582102,0.672742,0.0180624,0.0586371,"0.25139
",0.6528,20.7122,1:14:30:712,01:14:45,27.02.2021
event20210227_011445_84,krátka bez headecha,0.582512,0.673534,0.0172414,0.044374,"0.442091
",0.6231,20.7418,1:14:30:741,01:14:45,27.02.2021
event20210227_011453_85,krátka s headechom,0.357964,0.671949,0.0180624,0.0570523,"0.253732
",0.6528,12.6113,1:14:30:611,01:14:53,27.02.2021
event20210227_011453_85,krátka bez headecha,0.357964,0.673534,0.0164204,0.044374,"0.410988
",0.5935,12.641,1:14:30:641,01:14:53,27.02.2021
event20210227_011526_86,krátka s headechom,0.359606,0.667987,0.0197044,0.0839937,"0.417874
",0.7122,12.641,1:15:03:641,01:15:26,27.02.2021
event20210227_011526_86,krátka bez headecha,0.79023,0.735341,0.0123153,0.0285261,"0.263717
",0.4451,28.3383,1:15:19:338,01:15:26,27.02.2021
event20210227_011530_87,krátka s headechom,0.238095,0.662441,0.0180624,0.0538827,"0.47482
",0.6528,8.2789,1:15:03:278,01:15:30,27.02.2021
event20210227_011530_87,krátka bez headecha,0.836207,0.699683,0.0172414,0.0459588,"0.298719
",0.6231,29.911,1:15:24:911,01:15:30,27.02.2021
event20210227_011616_88,krátka s headechom,0.360837,0.667987,0.0205255,0.141046,"0.604612
",0.7418,12.6706,1:15:53:670,01:16:16,27.02.2021
event20210227_011619_89,krátka s headechom,0.268473,0.666403,0.0229885,0.141046,"0.61156
",0.8309,9.2878,1:15:53:287,01:16:19,27.02.2021
event20210227_011619_89,krátka bez headecha,0.359195,0.737718,0.0139573,0.0269414,"0.240705
",0.5045,12.73,1:15:56:73,01:16:19,27.02.2021
event20210227_011716_90,krátka s headechom,0.357553,0.667987,0.0155993,0.0522979,"0.500629
",0.5638,12.6409,1:16:53:640,01:17:16,27.02.2021
event20210227_011814_91,krátka bez headecha,0.353859,0.674326,0.0131363,0.0269414,"0.611036
",0.4748,12.5519,1:17:51:551,01:18:14,27.02.2021
event20210227_011905_92,krátka bez headecha,0.36289,0.679081,0.0147783,0.0301109,"0.591656
",0.5341,12.8487,1:18:42:848,01:19:05,27.02.2021
event20210227_012333_99,krátka s headechom,0.366585,0.640254,0.0205255,0.161648,"0.616688
",0.7418,12.8784,1:23:10:878,01:23:33,27.02.2021
event20210227_012448_101,krátka bez headecha,0.368637,0.676704,0.0147783,0.0253566,"0.637945
",0.5341,13.0564,1:24:26:056,01:24:48,27.02.2021
event20210227_012534_102,krátka bez headecha,0.356732,0.675119,0.0139573,0.0253566,"0.524158
",0.5045,12.6409,1:25:11:640,01:25:34,27.02.2021
event20210227_012605_103,krátka bez headecha,0.357143,0.66561,0.0131363,0.0285261,"0.571403
",0.4748,12.6706,1:25:42:670,01:26:05,27.02.2021
event20210227_012833_105,krátka bez headecha,0.369869,0.638669,0.0205255,0.0412044,"0.318841
",0.7418,12.997,1:28:10:997,01:28:33,27.02.2021
event20210227_013008_107,krátka s headechom,0.357553,0.698891,0.0139573,0.0602219,"0.554584
",0.5045,12.6706,1:29:45:670,01:30:08,27.02.2021
event20210227_013206_108,krátka bez headecha,0.358374,0.672742,0.0155993,0.0269414,"0.623523
",0.5638,12.6706,1:31:43:670,01:32:06,27.02.2021
event20210227_013206_108,krátka bez headecha,0.799261,0.683043,0.0303777,0.0412044,"0.370387
",1.0979,28.3383,1:31:59:338,01:32:06,27.02.2021
event20210227_013222_109,krátka bez headecha,0.359606,0.683835,0.0262726,0.0396197,"0.439859
",0.9496,12.5223,1:31:59:522,01:32:22,27.02.2021
event20210227_014356_116,krátka s headechom,0.364532,0.698098,0.0147783,0.0903328,"0.488469
",0.5341,12.908,1:43:33:908,01:43:56,27.02.2021
event20210227_014518_118,krátka s headechom,0.361248,0.671949,0.0344828,0.101426,"0.273861
",1.2463,12.4332,1:44:55:433,01:45:18,27.02.2021
event20210227_014518_118,dlhá s headechom,0.362069,0.667195,0.0361248,0.0824089,"0.313051
",1.3056,12.4332,1:44:55:433,01:45:18,27.02.2021
event20210227_014518_118,krátka bez headecha,0.511905,0.66561,0.0139573,0.0285261,"0.385227
",0.5045,18.2493,1:45:01:249,01:45:18,27.02.2021
event20210227_014518_118,krátka bez headecha,0.932266,0.695721,0.0139573,0.0348653,"0.500336
",0.5045,33.4421,1:45:16:442,01:45:18,27.02.2021
event20210227_014524_119,dlhá s headechom,0.211412,0.666403,0.0353038,0.0776545,"0.322189
",1.276,7.003,1:44:56:003,01:45:24,27.02.2021
event20210227_014524_119,krátka bez headecha,0.361658,0.66561,0.0139573,0.0285261,"0.555589
",0.5045,12.819,1:45:01:819,01:45:24,27.02.2021
event20210227_014524_119,krátka bez headecha,0.78202,0.696513,0.0139573,0.0332805,"0.518733
",0.5045,28.0119,1:45:17:011,01:45:24,27.02.2021
event20210227_014728_124,krátka bez headecha,0.358374,0.690174,0.0139573,0.0427892,"0.428893
",0.5045,12.7003,1:47:05:700,01:47:28,27.02.2021
event20210227_014935_128,krátka s headechom,0.363301,0.666403,0.0238095,0.0554675,"0.43528
",0.8605,12.7003,1:49:12:700,01:49:35,27.02.2021
event20210227_015338_130,krátka s headechom,0.367406,0.68542,0.0188834,0.0649762,"0.600977
",0.6825,12.9377,1:53:15:937,01:53:38,27.02.2021
event20210227_020102_136,krátka bez headecha,0.353038,0.687797,0.0147783,0.0316957,"0.603836
",0.5341,12.4926,2:00:39:492,02:01:02,27.02.2021
event20210227_020102_136,krátka bez headecha,0.860016,0.693344,0.0270936,0.0332805,"0.347334
",0.9792,30.5935,2:00:57:593,02:01:02,27.02.2021
event20210227_020311_139,krátka bez headecha,0.356322,0.66561,0.0131363,0.0316957,"0.375331
",0.4748,12.641,2:02:48:641,02:03:11,27.02.2021
event20210227_020544_143,krátka bez headecha,0.364943,0.663233,0.0155993,0.0332805,"0.568551
",0.5638,12.908,2:05:21:908,02:05:44,27.02.2021
event20210227_020841_146,krátka bez headecha,0.353448,0.677496,0.0139573,0.0269414,"0.490222
",0.5045,12.5222,2:08:18:522,02:08:41,27.02.2021
event20210227_021209_147,krátka bez headecha,0.350575,0.664025,0.0164204,0.0285261,"0.559998
",0.5935,12.3739,2:11:46:373,02:12:09,27.02.2021
event20210227_022140_152,krátka s headechom,0.353448,0.689382,0.0139573,0.0507132,"0.460141
",0.5045,12.5222,2:21:17:522,02:21:40,27.02.2021
event20210227_022145_153,krátka s headechom,0.213054,0.689382,0.0155993,0.044374,"0.37404
",0.5638,7.4184,2:21:17:418,02:21:45,27.02.2021
event20210227_023051_158,krátka s headechom,0.261905,0.681458,0.0164204,0.0538827,"0.335929
",0.5935,9.1691,2:30:25:169,02:30:51,27.02.2021
event20210227_023346_160,krátka bez headecha,0.357553,0.664818,0.0139573,0.0269414,"0.548603
",0.5045,12.6706,2:33:23:670,02:33:46,27.02.2021
event20210227_023557_162,krátka bez headecha,0.147373,0.671949,0.0155993,0.0253566,"0.456677
",0.5638,5.0445,2:35:27:044,02:35:57,27.02.2021
event20210227_023557_162,krátka bez headecha,0.481527,0.691759,0.0139573,0.0301109,"0.304043
",0.5045,17.1513,2:35:39:151,02:35:57,27.02.2021
event20210227_024545_166,krátka bez headecha,0.357964,0.670364,0.0131363,0.0253566,"0.533503
",0.4748,12.7003,2:45:22:700,02:45:45,27.02.2021
event20210227_024557_167,krátka bez headecha,0.0205255,0.669572,0.0114943,0.0237718,"0.40183
",0.4154,0.5341,2:45:22:534,02:45:57,27.02.2021
event20210227_024628_168,krátka s headechom,0.64491,0.662441,0.0172414,0.0792393,"0.541929
",0.6231,22.997,2:46:15:997,02:46:28,27.02.2021
event20210227_024638_169,krátka s headechom,0.364532,0.660063,0.0164204,0.0839937,"0.574377
",0.5935,12.8783,2:46:15:878,02:46:38,27.02.2021
event20210227_024658_170,krátka bez headecha,0.356322,0.667195,0.0164204,0.0285261,"0.422864
",0.5935,12.5816,2:46:35:581,02:46:58,27.02.2021
event20210227_025201_173,dlhá s headechom,0.363711,0.667195,0.045977,0.167987,"0.507769
",1.6617,12.3145,2:51:38:314,02:52:01,27.02.2021
event20210227_025458_174,krátka s headechom,0.356322,0.675911,0.0131363,0.0491284,"0.503553
",0.4748,12.641,2:54:35:641,02:54:58,27.02.2021
event20210227_030116_179,krátka s headechom,0.373153,0.667987,0.0303777,0.0744849,"0.401149
",1.0979,12.9377,3:00:53:937,03:01:16,27.02.2021
event20210227_030116_179,dlhá s headechom,0.373974,0.667987,0.0320197,0.0649762,"0.29428
",1.1573,12.9377,3:00:53:937,03:01:16,27.02.2021
event20210227_030116_179,krátka bez headecha,0.916256,0.662441,0.0147783,0.0316957,"0.409566
",0.5341,32.8487,3:01:13:848,03:01:16,27.02.2021
event20210227_030137_180,krátka bez headecha,0.353859,0.662441,0.0147783,0.0316957,"0.565484
",0.5341,12.5223,3:01:14:522,03:01:37,27.02.2021
event20210227_030324_181,krátka bez headecha,0.359606,0.676704,0.0164204,0.0348653,"0.533846
",0.5935,12.7003,3:03:01:700,03:03:24,27.02.2021
event20210227_030419_183,krátka s headechom,0.360016,0.666403,0.0221675,0.0618067,"0.496897
",0.8012,12.6113,3:03:56:611,03:04:19,27.02.2021
event20210227_030628_184,krátka s headechom,0.359195,0.674326,0.0172414,0.0966719,"0.538772
",0.6231,12.6706,3:06:05:670,03:06:28,27.02.2021
event20210227_030955_186,dlhá s headechom,0.371921,0.646593,0.0377668,0.107765,"0.284881
",1.365,12.7596,3:09:32:759,03:09:55,27.02.2021
event20210227_030955_186,krátka s headechom,0.372332,0.641046,0.0353038,0.10935,"0.453758
",1.276,12.819,3:09:32:819,03:09:55,27.02.2021
event20210227_031023_187,krátka s headechom,0.354269,0.677496,0.0172414,0.0713154,"0.56986
",0.6231,12.4926,3:10:00:492,03:10:23,27.02.2021
event20210227_031153_188,krátka s headechom,0.354269,0.690967,0.0172414,0.0760697,"0.593781
",0.6231,12.4926,3:11:30:492,03:11:53,27.02.2021
event20210227_031331_189,krátka s headechom,0.356732,0.677496,0.0139573,0.0522979,"0.489197
",0.5045,12.6409,3:13:08:640,03:13:31,27.02.2021
event20210227_031951_191,krátka s headechom,0.369048,0.672742,0.0188834,0.118859,"0.615212
",0.6825,12.997,3:19:28:997,03:19:51,27.02.2021
event20210227_032418_192,krátka bez headecha,0.359195,0.679081,0.0205255,0.0396197,"0.493628
",0.7418,12.6113,3:23:55:611,03:24:18,27.02.2021
event20210227_032725_194,krátka bez headecha,0.358785,0.671157,0.0262726,0.0301109,"0.556119
",0.9496,12.4926,3:27:02:492,03:27:25,27.02.2021
event20210227_033221_196,krátka bez headecha,0.362069,0.675119,0.0229885,0.0285261,"0.593781
",0.8309,12.6706,3:31:58:670,03:32:21,27.02.2021
event20210227_034102_197,krátka s headechom,0.361658,0.653724,0.0205255,0.103011,"0.561889
",0.7418,12.7003,3:40:39:700,03:41:02,27.02.2021
event20210227_034336_200,krátka bez headecha,0.357553,0.663233,0.0155993,0.0269414,"0.54344
",0.5638,12.6409,3:43:13:640,03:43:36,27.02.2021
event20210227_034524_201,krátka s headechom,0.357964,0.672742,0.0147783,0.0459588,"0.448351
",0.5341,12.6706,3:45:01:670,03:45:24,27.02.2021
event20210227_035121_203,krátka bez headecha,0.358374,0.672742,0.0123153,0.0364501,"0.389526
",0.4451,12.73,3:50:58:73,03:51:21,27.02.2021
event20210227_035125_204,krátka bez headecha,0.254926,0.671949,0.0139573,0.0380349,"0.440892
",0.5045,8.9614,3:50:58:961,03:51:25,27.02.2021
event20210227_035303_208,krátka bez headecha,0.36289,0.677496,0.0164204,0.0332805,"0.588965
",0.5935,12.819,3:52:40:819,03:53:03,27.02.2021
event20210227_035454_211,krátka bez headecha,0.890394,0.678288,0.0205255,0.0316957,"0.502168
",0.7418,31.8101,3:54:50:810,03:54:54,27.02.2021
event20210227_035500_212,krátka bez headecha,0.740969,0.678288,0.0205255,0.0316957,"0.55641
",0.7418,26.4095,3:54:51:409,03:55:00,27.02.2021
event20210227_040407_216,krátka bez headecha,0.357143,0.662441,0.0147783,0.0285261,"0.607738
",0.5341,12.641,4:03:44:641,04:04:07,27.02.2021
event20210227_040507_217,krátka s headechom,0.353448,0.680666,0.0155993,0.0713154,"0.571309
",0.5638,12.4926,4:04:44:492,04:05:07,27.02.2021
event20210227_040720_220,krátka bez headecha,0.35468,0.675119,0.0131363,0.0316957,"0.585656
",0.4748,12.5816,4:06:57:581,04:07:20,27.02.2021
event20210227_040954_222,dlhá s headechom,0.377668,0.664818,0.0607553,0.0808241,"0.48264
",2.1958,12.5519,4:09:31:551,04:09:54,27.02.2021
event20210227_041022_223,krátka s headechom,0.361658,0.674326,0.0205255,0.0491284,"0.410683
",0.7418,12.7003,4:09:59:700,04:10:22,27.02.2021
event20210227_041220_225,krátka s headechom,0.166256,0.683835,0.0139573,0.0713154,"0.504254
",0.5045,5.7567,4:11:50:756,04:12:20,27.02.2021
event20210227_041220_225,krátka bez headecha,0.35468,0.666403,0.0180624,0.0332805,"0.653155
",0.6528,12.4926,4:11:57:492,04:12:20,27.02.2021
event20210227_041457_226,krátka bez headecha,0.371921,0.681458,0.0262726,0.0316957,"0.488447
",0.9496,12.9674,4:14:34:967,04:14:57,27.02.2021
event20210227_041537_227,krátka bez headecha,0.357553,0.677496,0.0172414,0.0269414,"0.652596
",0.6231,12.6113,4:15:14:611,04:15:37,27.02.2021
event20210227_041753_228,krátka bez headecha,0.357964,0.672742,0.0147783,0.0269414,"0.659105
",0.5341,12.6706,4:17:30:670,04:17:53,27.02.2021
event20210227_041753_228,krátka bez headecha,0.841133,0.670364,0.0139573,0.0253566,"0.349085
",0.5045,30.1484,4:17:48:148,04:17:53,27.02.2021
event20210227_042013_230,krátka s headechom,0.363711,0.698891,0.0147783,0.088748,"0.550555
",0.5341,12.8783,4:19:50:878,04:20:13,27.02.2021
event20210227_042013_230,krátka bez headecha,0.520115,0.66561,0.0172414,0.0285261,"0.445542
",0.6231,18.4866,4:19:56:486,04:20:13,27.02.2021
event20210227_042019_231,krátka s headechom,0.204023,0.698891,0.0139573,0.0855784,"0.552564
",0.5045,7.1217,4:19:51:121,04:20:19,27.02.2021
event20210227_042019_231,krátka bez headecha,0.360427,0.664818,0.0164204,0.0269414,"0.561039
",0.5935,12.73,4:19:56:73,04:20:19,27.02.2021
event20210227_042135_233,krátka bez headecha,0.366174,0.670364,0.0147783,0.0285261,"0.577671
",0.5341,12.9674,4:21:12:967,04:21:35,27.02.2021
event20210227_042327_234,krátka s headechom,0.359195,0.671157,0.0402299,0.194929,"0.318916
",1.454,12.2552,4:23:04:255,04:23:27,27.02.2021
event20210227_042327_234,dlhá s headechom,0.360837,0.656894,0.0484401,0.169572,"0.311421
",1.7507,12.1662,4:23:04:166,04:23:27,27.02.2021
event20210227_042616_235,krátka bez headecha,0.360427,0.664818,0.0164204,0.0301109,"0.610281
",0.5935,12.73,4:25:53:73,04:26:16,27.02.2021
event20210227_043521_237,krátka bez headecha,0.356322,0.667987,0.0131363,0.0332805,"0.549747
",0.4748,12.641,4:34:58:641,04:35:21,27.02.2021
event20210227_043521_237,krátka s headechom,0.909688,0.681458,0.0147783,0.0824089,"0.538499
",0.5341,32.6113,4:35:18:611,04:35:21,27.02.2021
event20210227_043541_238,krátka s headechom,0.357143,0.680666,0.0147783,0.0839937,"0.551098
",0.5341,12.641,4:35:18:641,04:35:41,27.02.2021
event20210227_043738_239,krátka bez headecha,0.356732,0.664025,0.0155993,0.0285261,"0.41934
",0.5638,12.6113,4:37:15:611,04:37:38,27.02.2021
event20210227_043943_240,krátka s headechom,0.366174,0.631537,0.0164204,0.0618067,"0.503342
",0.5935,12.9377,4:39:20:937,04:39:43,27.02.2021
event20210227_045807_245,krátka bez headecha,0.367406,0.658479,0.0172414,0.0364501,"0.563073
",0.6231,12.9674,4:57:44:967,04:58:07,27.02.2021
event20210227_045922_246,krátka bez headecha,0.359606,0.675119,0.0147783,0.0348653,"0.496517
",0.5341,12.73,4:58:59:73,04:59:22,27.02.2021
event20210227_050007_247,krátka bez headecha,0.357964,0.671949,0.0131363,0.0285261,"0.597991
",0.4748,12.7003,4:59:44:700,05:00:07,27.02.2021
event20210227_050420_249,krátka bez headecha,0.35509,0.667195,0.0155993,0.0316957,"0.666283
",0.5638,12.5519,5:03:57:551,05:04:20,27.02.2021
event20210227_050758_250,krátka bez headecha,0.365764,0.672742,0.0123153,0.0301109,"0.588065
",0.4451,12.997,5:07:35:997,05:07:58,27.02.2021
event20210227_050825_251,krátka s headechom,0.355911,0.672742,0.0139573,0.0459588,"0.433564
",0.5045,12.6113,5:08:02:611,05:08:25,27.02.2021
event20210227_051337_252,krátka s headechom,0.353859,0.656101,0.0197044,0.0570523,"0.555452
",0.7122,12.4332,5:13:14:433,05:13:37,27.02.2021
event20210227_051337_252,krátka bez headecha,0.894499,0.675911,0.0155993,0.0301109,"0.579664
",0.5638,32.0475,5:13:34:047,05:13:37,27.02.2021
event20210227_051357_253,krátka bez headecha,0.37069,0.676704,0.0155993,0.0285261,"0.61457
",0.5638,13.1157,5:13:35:115,05:13:57,27.02.2021
event20210227_051607_254,krátka bez headecha,0.353448,0.678288,0.0139573,0.0316957,"0.511552
",0.5045,12.5222,5:15:44:522,05:16:07,27.02.2021
event20210227_051643_255,krátka bez headecha,0.363711,0.664025,0.0131363,0.0285261,"0.522741
",0.4748,12.908,5:16:20:908,05:16:43,27.02.2021
